"id";"schluessel";"von";"bis";"von_str";"bis_str";"wdm";"wdm_klar";"strasse";"status";"historie";"straba";"laenge";"aend";"geom"
374;"00082040";"10232";"10081";"Mathildenstr.";"Blochmannstr.";"H";"sonstige Hauptverkehrsstraße";"Grunaer Straße";20;"AKT";"G";169.58;2024-02-06;"SRID=4326;LINESTRING(13.75158001930406470592 51.04709807182356939848,13.75220496297738925762 51.04688047034652242928,13.75268942953868034351 51.04670537468788182878,13.75290644972069209473 51.04663234762764290053,13.75312761802447880655 51.04656351013887416457,13.75340084234588111656 51.04649006832815416601,13.753733101744133549 51.04640812680527517387)"
366;"00082010";"10250";"10227";;;"SB";"Straßenbahn (eigene Trasse)";"Grunaer Straße";5;"AKT";"G";271.02;2024-02-06;"SRID=4326;LINESTRING(13.74519948611637154556 51.0492186034736619149,13.74520165663810544743 51.04921805663079936721,13.74549828320218836097 51.04914328556760949596,13.74583878443606366204 51.04905745754913937162,13.74624547950521957773 51.04894766226172464485,13.74683906415352296904 51.04876376667995430125,13.74685344908434636579 51.0487592860049019805,13.74713434999021188787 51.04867180251134328728,13.7486540685870650691 51.04813207464236057831)"
379;"00083010";"10257";"10250";;;"SB";"Straßenbahn (eigene Trasse)";"Pirnaischer Platz";5;"AKT";"G";76.48;2024-02-06;"SRID=4326;LINESTRING(13.74418458524512764996 51.04947019486475312533,13.74432358090967554176 51.04944202002246100847,13.74489596588307627201 51.04929602458524584563,13.74519948611637154556 51.0492186034736619149)"
24823;"00090060";"20981";"10306";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"NEU";"O";155.89;2024-02-06;"SRID=4326;LINESTRING(13.73736335493487459303 51.04350425765790078003,13.73708145852930329056 51.04327347288497662703,13.73680695309626820233 51.04304582398921752429,13.73652407777614925521 51.04279842188073246234,13.73623290933676344139 51.04252846334143356444,13.7360770335000186293 51.04239217462506417178,13.73605386372487835445 51.04237191573879783846)"
454;"00090080";"10310";"10058";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"AKT";"O";97.52;2024-02-06;"SRID=4326;LINESTRING(13.7354971279534190387 51.04183245597255336179,13.73548473760751420514 51.04182019588187557702,13.735480657919879377 51.0418161606900682159,13.73546922322570118524 51.04180484709885945449,13.7354685995483176697 51.04180422973259823038,13.73540581030134433149 51.04174210273264122861,13.73532497629913073922 51.04166698712346317279,13.7351678628222355627 51.04150992906289019402,13.73501126991137333277 51.04135914536396256835,13.73494259261638461567 51.04129301637929927438,13.73482804428883241599 51.04119146143467844468,13.73476938718997786282 51.0411394598511023446,13.7347275122731478092 51.04110233433610943621)"
448;"00090070";"10306";"10310";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"AKT";"O";71.59;2024-02-06;"SRID=4326;LINESTRING(13.73605386372487835445 51.04237191573879783846,13.73595599678861667314 51.04228149480502452207,13.73581361708581560777 51.04214384450289543338,13.7356053324962594786 51.04194361435428817231,13.7354971279534190387 51.04183245597255336179)"
24814;"00090050";"10301";"20981";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"NEU";"O";129.71;2024-02-06;"SRID=4326;LINESTRING(13.73851709355379213662 51.04441597233150673674,13.73849192550849096506 51.04439630838489705411,13.73849083450738639556 51.04439545667194266798,13.73831560737455603771 51.04425854666066442178,13.73804086109670841154 51.04403932807689869833,13.73765275048142697756 51.04372900937450907577,13.73737347763026761527 51.04351254516335245626,13.73736335493487459303 51.04350425765790078003)"
439;"00090040";"10300";"10301";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"AKT";"O";265.99;2024-02-06;"SRID=4326;LINESTRING(13.74090648711111484204 51.04627239515210135323,13.74089528286522643441 51.04626449019638556592,13.74071227409443451961 51.0461353571129023976,13.74049801126574621435 51.04599300908524384113,13.74031194614382300756 51.04585351139675708509,13.73967143586898131957 51.04534247241387134864,13.73894005174171795147 51.04475662123535784076,13.73851709355379213662 51.04441597233150673674)"
423;"00090025";"10285";"10257";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"AKT";"B";273.89;2024-02-06;"SRID=4326;LINESTRING(13.74649382114887785633 51.05141678862822374185,13.74649235301029293055 51.05141462178652744797,13.74644315705630326363 51.05134200006085620771,13.74644176305683274109 51.05133994102886418887,13.74642747973456557986 51.05131885601461050328,13.74617439666435458889 51.05101393741806958815,13.74589722631188237756 51.05068091693524223729,13.74567906102519465605 51.0504176096251569561,13.74550648701317356881 51.05026992344512137834,13.74536407531368276125 51.05017001261295916947,13.74467381763832563024 51.04976591640892280566,13.74461657397478475673 51.04973312949596930821,13.74442799674704751567 51.04962511719898543561,13.74435347673892593434 51.0495776875957076868,13.74418458524512764996 51.04947019486475312533)"
412;"00090010";"10178";"10278";;;"SB";"Straßenbahn (eigene Trasse)";"St.Petersburger Straße";5;"AKT";"O";135.98;2024-02-06;"SRID=4326;LINESTRING(13.74721661387457416481 51.05293437868077432995,13.74710337088322020804 51.05258647976454255968,13.74695555036479888145 51.05221477096689142172,13.74683746202982881357 51.05191103772330762922,13.74681358958205379395 51.05186931471864397736,13.74674915015035558952 51.05174870829029032393)"
23784;"00114040";"20739";"10372";;;"SB";"Straßenbahn (eigene Trasse)";"Dippoldiswalder Platz";5;"AKT";"O";77.89;2024-02-06;"SRID=4326;LINESTRING(13.73379874396073496712 51.047181595685444222,13.73381800354771264949 51.0471735920582219137,13.73390725377117327355 51.04715220182170298813,13.73401821033206360312 51.047147813001501504,13.73435849854597279318 51.04718782024630030492,13.73447365798533859049 51.04719186057786117772,13.73457590149333462648 51.04718178779430814984,13.73466484973565115979 51.04717157186609455266,13.73474959080918011978 51.04715292535435366972,13.73485495464558070466 51.04709853859895218875)"
635;"00133040";"10665";"10666";"ÖFW 41-Altstadt I";"Grüne Straße";"H";"sonstige Hauptverkehrsstraße";"Schweriner Straße";0;"AKT";"S";180.8;2024-02-06;"SRID=4326;LINESTRING(13.72704963003499223362 51.05262749898169261087,13.7263866842142618907 51.05282362945114726926,13.72579487611706738903 51.05298921679494839054,13.72522240104462731836 51.05316360203847381172,13.72471832207481412524 51.05332241597191256233)"
634;"00133035";"10664";"10665";"Ermischstr.";"ÖFW 41-Altstadt I";"H";"sonstige Hauptverkehrsstraße";"Schweriner Straße";0;"AKT";"S";30.57;2024-02-06;"SRID=4326;LINESTRING(13.72744469433415837045 51.05251110530527824949,13.72716339208229108237 51.05259528903150112455,13.72704963003499223362 51.05262749898169261087)"
633;"00133030";"10663";"10664";"Hertha-Lindner-Str.";"Ermischstr.";"H";"sonstige Hauptverkehrsstraße";"Schweriner Straße";0;"AKT";"S";112.34;2024-02-06;"SRID=4326;LINESTRING(13.72889468656601508201 51.05208093627503984635,13.72827263526502150626 51.05226775591804511123,13.72781032524233424397 51.05240312378273159766,13.72744469433415837045 51.05251110530527824949)"
648;"00134040";"10666";"10673";;;"SB";"Straßenbahn (eigene Trasse)";"Wettiner Platz";5;"AKT";"O";94.63;2024-02-06;"SRID=4326;LINESTRING(13.72471832207481412524 51.05332241597191256233,13.72447943918773205496 51.05343024159355280744,13.72437541977617136979 51.05349641618533951259,13.72430497031679763609 51.05355611264666748639,13.72424027964847148553 51.05364726428549460024,13.72421447932240923251 51.05373761471015114921,13.72420589039613680882 51.05383795256246060035,13.72423790088385153751 51.05394608079829055214,13.72427754987953285593 51.05403872032962908634)"
652;"00135020";"10025";"10674";"Könneritzstr.";"Weißeritzstr.";"U";"übrige Straße";"Jahnstraße";20;"AKT";"B";128.96;2024-02-06;"SRID=4326;LINESTRING(13.72350118979406907727 51.05512695290251201641,13.7234422321997833194 51.05516665368800488523,13.72343863402940300489 51.05516907663610481904,13.72343064976376325603 51.05517445169970613961,13.72334775216147306764 51.05523027326852769647,13.72314251780093918853 51.05533955637091025892,13.72309941073970307457 51.05536251005266024094,13.72303692092337534802 51.05539453438795050033,13.72280472066396583841 51.05551352953408184021,13.72275925797070428303 51.05553682785431135471,13.72245185983209658787 51.05569907186944078603,13.72221907860139999968 51.05583076824588317777,13.72221419634372097107 51.05583344150773683623,13.72211634522064294117 51.05588889007793795827)"
649;"00135010";"10673";"10025";"Wettiner Platz";"Könneritzstr.";"U";"übrige Straße";"Jahnstraße";20;"AKT";"S";132.75;2024-02-06;"SRID=4326;LINESTRING(13.72427754987953285593 51.05403872032962908634,13.7241047134770841609 51.05427220693659506878,13.72386105005574385984 51.05460415726479084242,13.72367963247407729455 51.05484137960367974074,13.72355818181097752984 51.0550357463745996256,13.72354421889412989799 51.05505809226124114275,13.72350118979406907727 51.05512695290251201641)"
660;"00139040";"10663";"10682";"Schweriner Straße";"Freiberger Straße";"U";"übrige Straße";"Hertha-Lindner-Straße";0;"AKT";"B";134.62;2024-02-06;"SRID=4326;LINESTRING(13.72889468656601508201 51.05208093627503984635,13.72893859203166755378 51.05169511826848349756,13.72902939964584767552 51.05115619479061450647,13.72906648466636170269 51.0508755003599148381)"
677;"00148030";"10679";"10690";"Hertha-Lindner-Str.";"Am Zwingerteich";"H";"sonstige Hauptverkehrsstraße";"Ostra-Allee";0;"AKT";"S";114.46;2024-02-06;"SRID=4326;LINESTRING(13.73133126971869621968 51.05339814421271427136,13.73099545886107542003 51.05374059101286121631,13.73052156075906182764 51.05429144330993551648)"
676;"00148020";"10689";"10679";"Malergäßchen";"Hertha-Lindner-Str.";"U";"übrige Straße";"Ostra-Allee";0;"AKT";"S";97.85;2024-02-06;"SRID=4326;LINESTRING(13.73200401237590106973 51.05262746331934664568,13.73176777085286914826 51.05289982837087592316,13.73151037166790544575 51.05317869716525791546,13.73133126971869621968 51.05339814421271427136)"
678;"00148040";"10690";"10686";"Am Zwingerteich";"An der Herzogin Garten";"H";"sonstige Hauptverkehrsstraße";"Ostra-Allee";0;"AKT";"S";87.79;2024-02-06;"SRID=4326;LINESTRING(13.73052156075906182764 51.05429144330993551648,13.73020947385113466055 51.05463068688423788899,13.72988828262193372609 51.05497245210310808261)"
679;"00148050";"10686";"10691";"An der Herzogin Garten";"Kleine Packhofstr.";"H";"sonstige Hauptverkehrsstraße";"Ostra-Allee";0;"AKT";"S";113.27;2024-02-06;"SRID=4326;LINESTRING(13.72988828262193372609 51.05497245210310808261,13.729478304009250067 51.05544200404811761018,13.72909791584080352322 51.0558607743171037896)"
680;"00148080";"10691";"10692";"Kleine Packhofstr.";"Maxstr.";"H";"sonstige Hauptverkehrsstraße";"Ostra-Allee";0;"AKT";"S";96.39;2024-02-06;"SRID=4326;LINESTRING(13.72909791584080352322 51.0558607743171037896,13.72871542785280496446 51.0562894810125627032,13.728438418968428536 51.05662123624006198952)"
19359;"00148090";"10692";"10016";"Maxstr.";"Könneritzstr.";"H";"sonstige Hauptverkehrsstraße";"Ostra-Allee";20;"AKT";"S";168.06;2024-02-06;"SRID=4326;LINESTRING(13.728438418968428536 51.05662123624006198952,13.72808702628756627462 51.05706763183733443157,13.72775369269941236894 51.05745111186656970403,13.72744794882566843341 51.05781073109820766831,13.72737319573464986888 51.0578899995730637329,13.72731213566893693212 51.0579547452382982442)"
16664;"00148010";"20978";"10689";"Postplatz";"Malergäßchen";"U";"übrige Straße";"Ostra-Allee";0;"AKT";"S";80.75;2024-02-06;"SRID=4326;LINESTRING(13.73258791454252225606 51.05200163373856980797,13.73256393044814416271 51.05202734056831559428,13.73200401237590106973 51.05262746331934664568)"
684;"00149010";"10692";"10019";"Ostra-Allee";"Könneritzstr./Ritzenbergstr.";"H";"sonstige Hauptverkehrsstraße";"Maxstraße";20;"AKT";"S";176.84;2024-02-06;"SRID=4326;LINESTRING(13.728438418968428536 51.05662123624006198952,13.72780827343940224239 51.05672174624702108758,13.72734850428987485316 51.05679627893042038522,13.72675314737110241481 51.05689802360102902412,13.72627961930388451606 51.05696724207977865717,13.72613638190822094032 51.05697965854260189644,13.72612603052023771966 51.05698055561457238127,13.72611022188808149735 51.05698043546054520903,13.72606160325397972599 51.05698006827934420926,13.72602661764603659833 51.05697980382448974979,13.72598578989691908703 51.05697949635747789898)"
23757;"00168020";"20638";"10289";;;"SB";"Straßenbahn (eigene Trasse)";"Ringstraße";5;"AKT";"B";65.7;2024-02-06;"SRID=4326;LINESTRING(13.74326754478574486029 51.04835654945431855367,13.74304502525492743814 51.04808285738878481652,13.74284473179992005498 51.04783380974767936777,13.74284189964008007223 51.04783028824552104652)"
17146;"00168040";"10257";"19119";;;"SB";"Straßenbahn (eigene Trasse)";"Ringstraße";5;"AKT";"B";16.94;2024-02-06;"SRID=4326;LINESTRING(13.74418458524512764996 51.04947019486475312533,13.74406833933954352744 51.04933666764915756175)"
24290;"00168040";"19119";"20638";;;"SB";"Straßenbahn (eigene Trasse)";"Ringstraße";5;"AKT";"B";122.61;2024-02-06;"SRID=4326;LINESTRING(13.74406833933954352744 51.04933666764915756175,13.74406805741437231916 51.04933638314236787892,13.74401137151905771816 51.0492714083285861193,13.74326754478574486029 51.04835654945431855367)"
765;"00176030";"10745";"10746";"Postplatz/Straba";"Abzweig/Kleine Brüdergasse";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";40.12;2024-02-06;"SRID=4326;LINESTRING(13.73376782295229681097 51.05172777222573188283,13.73408996420520900017 51.05179839937285635187,13.7343079788368935823 51.05184713430179499483)"
16665;"00176010";"20978";"10745";"Ostra-Allee";"Postplatz/Straba";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";99.75;2024-02-06;"SRID=4326;LINESTRING(13.73258791454252225606 51.05200163373856980797,13.73273689067751490711 51.05185152502253487228,13.73280864188896543965 51.05178985019962567549,13.73287576490774064553 51.05175487177322679599,13.7329651911787102847 51.05171994716547345661,13.73306573464363466996 51.05169067363102897161,13.73316841975147717392 51.05167545931166017681,13.73325546040056721608 51.05166583257016554853,13.73337736182481982894 51.0516686907108834248,13.73338925638050511679 51.05166896980713175935,13.73376782295229681097 51.05172777222573188283)"
773;"00176060";"10701";"10184";"Theaterplatz";"Augustusbrücke";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";60.83;2024-02-06;"SRID=4326;LINESTRING(13.73766627928307393347 51.05400987084635033852,13.73803237365470941711 51.05390958549217117479,13.73846756731510510008 51.05380009788995465669)"
772;"00176057";"10699";"10701";"Abzweig/Theaterplatz(östl.)";"Theaterplatz";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";76.44;2024-02-06;"SRID=4326;LINESTRING(13.73673146217504204003 51.0536622960912964686,13.73693918274405945112 51.05377289456300360371,13.73766627928307393347 51.05400987084635033852)"
770;"00176055";"10697";"10699";"Chiaverigasse";"Abzweig/Theaterplatz(östl.)";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";58.88;2024-02-06;"SRID=4326;LINESTRING(13.73619494900244220048 51.05325492139746756948,13.73648722225155438537 51.05347837381187758865,13.73673146217504204003 51.0536622960912964686)"
769;"00176050";"10736";"10697";"Abzweig Taschenberg";"Chiaverigasse";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";64.47;2024-02-06;"SRID=4326;LINESTRING(13.73562276466781817419 51.05280113631970806409,13.73615920581303306847 51.05322613986436408595,13.73619494900244220048 51.05325492139746756948)"
768;"00176045";"10734";"10736";"Taschenberg";"Abzweig/Taschenberg";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";67.7;2024-02-06;"SRID=4326;LINESTRING(13.73501297337907622875 51.05232925231797480592,13.73519761891351009808 51.05247921330231264392,13.73543000068372599287 51.05266197135776451432,13.73562276466781817419 51.05280113631970806409)"
766;"00176040";"10746";"10734";"Abzweig/Kleine Brüdergasse";"Taschenberg";"U";"übrige Straße";"Sophienstraße";0;"AKT";"S";73.27;2024-02-06;"SRID=4326;LINESTRING(13.7343079788368935823 51.05184713430179499483,13.73452311081988597152 51.05195327601737176337,13.73469646298917368199 51.05207905508148513718,13.73501297337907622875 51.05232925231797480592)"
